Age,Employment Type,GraduateOr0t,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance,AnnualIncome1
27,1,0,450000,8,0,0,0,0,45
25,1,1,1400000,5,0,1,1,0,140
27,1,0,450000,3,0,0,0,1,45
28,1,1,900000,5,0,0,0,0,90
29,1,1,1050000,2,0,0,0,0,105
34,1,1,1500000,4,1,1,1,1,150
28,1,0,550000,4,1,0,1,1,55
32,0,1,850000,7,0,1,1,1,85
32,0,1,900000,2,0,1,0,0,90
35,1,0,800000,6,0,1,0,1,80
34,1,1,700000,6,0,0,0,1,70
28,1,1,1250000,6,0,0,1,0,125
27,1,0,600000,4,0,0,0,0,60
31,0,1,1500000,4,0,1,1,1,150
34,0,1,1300000,7,0,0,0,1,130
30,1,0,550000,6,1,0,0,0,55
33,0,1,1750000,4,0,0,0,0,175
32,0,1,350000,3,1,0,1,1,35
31,1,1,1250000,7,0,0,0,0,125
31,0,1,1300000,3,1,0,0,0,130
28,1,0,550000,6,0,0,0,0,55
28,0,1,300000,6,0,0,0,1,30
26,0,1,500000,3,0,0,0,0,50
25,1,0,1150000,7,0,0,0,0,115
33,0,1,1100000,4,0,0,0,1,110
28,0,1,1100000,4,0,0,0,0,110
30,1,0,550000,3,0,0,0,1,55
34,1,1,700000,3,0,1,0,0,70
34,1,1,700000,3,1,0,0,0,70
28,0,1,300000,5,1,0,0,0,30
31,1,1,500000,4,1,0,0,0,50
29,1,1,500000,4,0,0,0,1,50
31,1,1,950000,5,0,0,0,0,95
28,1,1,800000,5,1,0,0,0,80
31,1,1,1350000,3,0,0,1,1,135
28,1,1,1200000,6,0,1,0,0,120
26,1,1,1400000,9,0,0,1,1,140
32,0,1,900000,6,0,0,0,0,90
25,1,0,1350000,6,0,0,1,1,135
34,1,1,700000,5,0,0,0,1,70
28,1,1,1100000,4,1,0,0,0,110
25,1,0,1150000,5,1,0,0,0,115
27,0,1,850000,3,0,0,0,1,85
33,1,1,1500000,4,0,1,1,1,150
28,1,1,1750000,5,1,0,1,0,175
28,1,1,1150000,6,1,0,0,0,115
34,1,1,1000000,6,0,1,1,1,100
34,1,1,500000,4,0,0,0,0,50
